Gene,H1,H2,H3,H4,I1,I2,I3,I4
gene:ENSG00000107020,1113,890,1288,1347,1572,848,794,1346
gene:ENSG00000120217,272,206,345,356,452,203,214,388
gene:ENSG00000197646,1087,863,1209,1371,1173,678,599,1309
gene:ENSG00000107036,3821,2539,3677,4299,4745,2567,2442,4366
gene:ENSG00000099219,1740,1402,2083,2584,2464,1200,1078,1370
gene:ENSG00000183354,5775,3700,6839,8352,7906,2771,2983,4240
gene:ENSG00000120215,378,218,258,335,315,173,168,330
gene:ENSG00000137040,879,1048,1619,1950,2464,925,921,639
gene:ENSG00000137033,526,532,729,755,593,354,685,799
gene:ENSG00000170777,50,30,34,35,19,14,23,41
gene:ENSG00000147854,3853,2879,4085,4596,5739,5560,3969,2816
gene:ENSG00000178445,2017,1582,1729,2295,2116,1720,1437,2248
gene:ENSG00000107077,11976,8727,12241,13927,14110,5934,6892,11556
gene:ENSG00000137038,1692,1400,2158,1907,2523,1182,1243,1844
gene:ENSG00000153707,27772,20585,24292,28657,25658,16287,15300,30608
gene:ENSG00000107165,224,181,264,210,230,125,112,249
gene:ENSG00000153714,500,390,456,534,495,291,307,592
gene:ENSG00000107186,1785,1400,1700,1897,1741,1128,1151,2165
gene:ENSG00000147862,4044,3061,3880,4028,3747,2008,2192,4521
gene:ENSG00000175893,1559,930,1725,2079,1844,960,901,1207
gene:ENSG00000147869,26,9,29,32,16,11,21,20
gene:ENSG00000164946,2445,1696,1988,2327,1950,1302,1306,2629
gene:ENSG00000155158,2846,2316,3591,3739,3687,1594,1995,2576
gene:ENSG00000164975,1407,968,1657,1604,1961,851,924,1269
gene:ENSG00000164985,2464,2542,6605,4381,7011,2029,2077,1793
gene:ENSG00000164989,6458,4951,5368,6597,6156,3758,3655,7000
gene:ENSG00000205549,2898,2589,2696,3272,2924,2098,1713,3674
gene:ENSG00000173068,9098,5845,6297,9899,6978,4091,4188,8761
gene:ENSG00000044459,4825,3322,3785,4247,4323,2836,2747,5239
gene:ENSG00000107295,2715,1929,2488,3044,2690,1973,1560,3122
gene:ENSG00000178031,13255,10569,11602,13710,12321,7537,7347,14867
gene:ENSG00000155875,2758,2524,2501,3354,3003,1948,1812,3591
gene:ENSG00000155876,456,351,756,763,950,526,463,519
gene:ENSG00000147874,1161,954,1558,1664,2072,861,907,1250
gene:ENSG00000147872,2232,1577,2462,2546,3626,1905,1848,2754
gene:ENSG00000137145,4126,3063,4806,5716,5579,2212,3059,3999
gene:ENSG00000137154,29295,44146,101420,55959,97910,28185,23214,36106
gene:ENSG00000177076,842,747,910,1025,1025,512,556,1108
gene:ENSG00000155886,4429,3459,4076,4808,4060,2430,3267,4967
gene:ENSG00000171843,5109,4021,8040,7078,8873,2711,3560,4738
gene:ENSG00000188352,4474,3778,4790,5097,5221,2714,2811,4523
gene:ENSG00000188921,1629,1337,1932,1563,2430,1251,1343,1885
gene:ENSG00000171855,11,12,8,8,12,4,4,5
gene:ENSG00000177047,5,5,1,12,19,13,18,5
gene:ENSG00000137080,1,1,13,6,10,7,2,12
gene:ENSG00000236637,4,7,9,7,2,4,2,5
gene:ENSG00000214042,7,5,11,10,10,4,1,4
gene:ENSG00000186803,1,4,15,6,5,5,2,6
gene:ENSG00000147885,7,5,2,5,5,2,6,8
gene:ENSG00000234829,2,5,7,9,4,5,2,15
gene:ENSG00000228083,7,3,6,8,1,6,1,7
gene:ENSG00000147873,10,4,6,4,6,8,4,24
gene:ENSG00000198642,582,477,1470,1351,1901,824,893,461
gene:ENSG00000120235,3,6,3,14,5,2,1,10
gene:ENSG00000233816,30,7,14,11,2,6,9,5
gene:ENSG00000188379,15,4,26,11,2,5,2,7
gene:ENSG00000120242,2,6,7,0,10,5,15,7
gene:ENSG00000197919,16,3,4,3,12,5,5,8
gene:ENSG00000184995,7,14,7,16,9,5,1,15
gene:ENSG00000099810,0,0,0,0,0,0,0,0
gene:ENSG00000264545,1947,1442,1863,2112,2242,1243,1132,2409
gene:ENSG00000279670,0,0,0,0,0,0,0,0
gene:ENSG00000147889,356,337,389,459,436,284,266,378
gene:ENSG00000147883,131,63,93,97,119,64,101,128
gene:ENSG00000176399,47,36,22,40,45,26,38,71
gene:ENSG00000107105,1800,1335,1454,1814,1545,1193,1012,2048
gene:ENSG00000205442,63,69,87,145,77,46,45,103
gene:ENSG00000198680,31,39,37,18,32,20,21,36
gene:ENSG00000279256,18,12,16,30,29,6,9,25
gene:ENSG00000120159,1230,977,1533,1826,2134,812,896,1075
gene:ENSG00000137055,1368,1023,1393,1529,2087,1158,1106,1452
gene:ENSG00000096872,2051,1405,1963,2326,2236,1011,1156,2304
gene:ENSG00000184434,186,190,249,248,162,81,102,250
gene:ENSG00000120156,1591,1354,1395,1829,1561,1184,961,1938
gene:ENSG00000120160,150,149,140,155,158,118,80,184
gene:ENSG00000120162,3762,2906,3284,3862,3765,2289,2106,4346
gene:ENSG00000147896,18,1,3,14,17,9,13,10
gene:ENSG00000147894,3693,1451,2212,1346,2470,1431,1193,4589
gene:ENSG00000174482,8532,6408,7295,11696,7360,4716,4581,8217
gene:ENSG00000122729,1352,1127,1463,1760,1632,885,780,1701
gene:ENSG00000107201,2170,1727,2847,3236,3991,2048,3315,2321
gene:ENSG00000197579,1036,810,1380,1615,2056,807,834,781
gene:ENSG00000235453,339,307,420,375,535,288,264,430
gene:ENSG00000165264,909,984,1514,1656,2726,1250,1083,1365
gene:ENSG00000122728,374,208,490,423,449,216,230,280
gene:ENSG00000188133,64,51,71,53,47,39,30,40
gene:ENSG00000137074,2697,2383,3157,3426,3607,1939,1859,3474
gene:ENSG00000086061,4042,2139,3941,4686,13793,3412,4169,4107
gene:ENSG00000122692,1813,1559,2282,2508,3437,1745,1620,1850
gene:ENSG00000086062,4476,3431,4265,6185,6727,5089,3219,4800
gene:ENSG00000122711,426,328,451,574,498,353,374,586
gene:ENSG00000107262,1383,1069,1440,2050,2475,1270,1375,1788
gene:ENSG00000086065,949,731,1083,1035,1523,1132,1399,898
gene:ENSG00000086102,3127,2650,4081,4070,4975,2268,2058,3405
gene:ENSG00000165269,319,248,285,358,323,232,207,465
gene:ENSG00000165272,204,548,1055,704,1981,1450,1460,324
gene:ENSG00000165271,578,400,678,529,791,630,504,398
gene:ENSG00000230453,697,533,623,779,595,301,323,701
gene:ENSG00000205274,9,10,36,13,17,9,3,4
gene:ENSG00000010438,1143,892,1042,1211,1018,500,546,1252
gene:ENSG00000107341,4773,3502,4679,5521,7454,2891,2925,6125
gene:ENSG00000137073,2903,2414,3382,3855,4239,2067,2180,3288
gene:ENSG00000198876,1564,1493,1816,2049,3239,1446,1312,2152
gene:ENSG00000165006,2697,2009,2710,2975,4865,1807,1874,3611
gene:ENSG00000186638,932,781,892,1093,1077,674,584,1173
gene:ENSG00000164978,775,674,956,1110,1386,654,578,871
gene:ENSG00000164976,178,92,166,243,192,131,75,191
gene:ENSG00000164972,543,433,490,710,585,228,228,639
gene:ENSG00000164970,1284,898,1082,1818,1669,962,840,1397
gene:ENSG00000122735,1129,933,1084,1196,1181,721,633,1279
gene:ENSG00000168913,68,74,71,50,41,35,37,98
gene:ENSG00000122756,503,400,470,559,552,495,375,523
gene:ENSG00000164967,296,324,641,354,699,369,268,239
gene:ENSG00000137100,748,897,1133,1104,1650,916,742,1011
gene:ENSG00000205143,88,90,49,81,68,64,62,98
gene:ENSG00000147955,412,411,674,714,1493,742,424,482
gene:ENSG00000213930,257,249,256,355,289,159,144,383
gene:ENSG00000258728,1,0,0,0,0,0,0,0
gene:ENSG00000137070,321,208,605,465,484,155,239,210
gene:ENSG00000213927,34,40,46,32,54,43,41,40
gene:ENSG00000187186,12,14,29,25,29,16,18,20
gene:ENSG00000172724,79,51,54,133,91,34,25,110
gene:ENSG00000137077,18,15,14,17,20,14,8,15
gene:ENSG00000205108,67,55,82,67,61,39,67,101
gene:ENSG00000187791,68,44,67,97,77,72,45,64
gene:ENSG00000122733,351,336,407,467,376,259,250,391
gene:ENSG00000137094,127,128,161,165,171,143,117,133
gene:ENSG00000279489,30,22,46,37,18,27,12,24
gene:ENSG00000279608,100,99,128,163,168,75,59,179
gene:ENSG00000174038,94,59,81,92,72,57,50,106
gene:ENSG00000165280,3813,3196,5589,5937,12179,8154,5135,4177
gene:ENSG00000221829,290,196,324,453,479,288,230,297
gene:ENSG00000165282,379,202,381,402,464,317,276,252
gene:ENSG00000165283,595,704,1153,990,2304,1339,860,644
gene:ENSG00000005238,710,467,516,582,812,414,427,725
gene:ENSG00000198722,3521,3052,3395,4467,3485,2408,2335,4436
gene:ENSG00000279083,19,7,11,11,21,4,24,12
gene:ENSG00000198853,1793,1303,1510,1827,1707,908,860,2139
gene:ENSG00000215187,27,11,11,28,18,8,11,15
gene:ENSG00000107140,489,282,511,661,630,275,286,258
gene:ENSG00000137101,927,888,1000,1363,1111,596,488,1092
gene:ENSG00000137078,161,234,678,261,848,370,324,100
gene:ENSG00000159884,692,660,1210,1384,1531,639,581,436
gene:ENSG00000137135,376,353,493,558,459,323,230,540
gene:ENSG00000107159,178,148,226,259,186,125,95,225
gene:ENSG00000198467,324,205,438,361,309,255,358,168
gene:ENSG00000137076,12080,10777,15648,17938,24043,13566,12789,15797
gene:ENSG00000107175,335,292,603,547,1080,677,525,363
gene:ENSG00000070610,1158,806,1143,1822,1989,1045,802,890
gene:ENSG00000107185,579,548,908,1030,1029,716,455,542
gene:ENSG00000215183,70,72,106,118,94,122,55,100
gene:ENSG00000159899,219,219,335,370,368,272,146,250
gene:ENSG00000137098,63,48,93,77,57,79,49,67
gene:ENSG00000137133,0,0,0,0,0,0,0,0
gene:ENSG00000285645,63,66,61,93,89,33,40,70
gene:ENSG00000137103,813,705,927,1013,812,781,563,989
gene:ENSG00000204930,0,0,0,0,0,0,0,0
gene:ENSG00000168828,24,11,23,26,23,13,13,33
gene:ENSG00000196196,5,6,8,18,12,8,5,6
gene:ENSG00000235387,1425,1615,1273,1157,1863,845,787,1641
gene:ENSG00000278889,9,14,12,18,5,6,17,14
gene:ENSG00000243641,16,16,3,24,6,16,14,12
gene:ENSG00000122707,2262,1887,2371,2858,2498,1054,1165,2396
gene:ENSG00000122694,4097,2685,3086,3948,5789,2970,3018,7796
gene:ENSG00000185972,45,36,27,41,42,27,28,75
gene:ENSG00000122705,4131,3038,4260,4743,6348,3100,3309,5089
gene:ENSG00000159921,1672,1390,1658,2212,2155,1155,1201,2239
gene:ENSG00000137075,5302,3862,5915,7059,7085,2413,2886,4911
gene:ENSG00000165304,2094,1444,1848,2206,2306,1145,1177,2060
gene:ENSG00000196092,4392,3730,4762,5495,5006,2824,2245,4954
gene:ENSG00000147905,6315,4518,7398,8036,7584,2605,2991,5099
gene:ENSG00000137106,858,748,1119,1265,1546,847,727,1051
gene:ENSG00000168795,792,539,983,1042,1123,491,452,799
gene:ENSG00000137054,534,392,909,837,1021,477,366,459
gene:ENSG00000147912,33,16,33,42,63,50,15,34
gene:ENSG00000256966,137,80,70,178,181,65,64,126
gene:ENSG00000175768,0,0,0,0,0,0,0,0
gene:ENSG00000255872,4980,3957,4955,5897,5476,2935,2707,5512
gene:ENSG00000070601,2012,1547,1675,2171,1771,1109,1077,2065
gene:ENSG00000165275,1098,953,1352,1328,1446,531,635,1063
gene:ENSG00000107371,0,0,0,0,0,0,0,0
gene:ENSG00000122741,2541,2103,3464,3628,4344,1566,1684,2531
gene:ENSG00000122696,0,0,0,0,0,0,0,0
gene:ENSG00000107338,0,2,3,0,1,2,5,2
gene:ENSG00000137124,146,164,226,249,375,302,203,127
gene:ENSG00000137142,296,246,280,358,335,204,230,355
gene:ENSG00000283486,302,294,298,320,368,244,250,357
gene:ENSG00000180071,642,546,496,657,670,318,382,673
gene:ENSG00000283329,275,213,239,419,359,219,163,352
gene:ENSG00000106714,2693,1845,2282,2792,2398,1159,1238,2961
gene:ENSG00000204849,51,32,50,64,48,49,36,68
gene:ENSG00000283886,1021,596,860,985,792,312,468,946
gene:ENSG00000183148,462,341,393,474,326,187,234,404
gene:ENSG00000280077,139,110,181,216,170,66,54,76
gene:ENSG00000279456,101,95,86,114,132,44,50,106
gene:ENSG00000273514,34,14,19,19,36,20,9,28
gene:ENSG00000215126,1339,927,1360,1383,1825,885,978,1433
gene:ENSG00000279561,42,27,68,55,60,27,21,37
gene:ENSG00000154529,3546,2238,2650,3626,3067,1580,1829,3905
gene:ENSG00000185775,53,35,43,60,53,56,36,91
gene:ENSG00000276581,56,29,68,68,54,43,39,63
gene:ENSG00000276040,54,37,42,59,43,45,33,57
gene:ENSG00000283378,1107,799,947,1150,967,543,565,1196
gene:ENSG00000204805,44,53,60,52,37,34,24,87
gene:ENSG00000170152,12,17,6,33,7,44,16,25
gene:ENSG00000284471,52,25,48,25,53,27,16,39
gene:ENSG00000172014,431,310,399,486,445,209,217,452
gene:ENSG00000204779,39,20,35,42,39,31,25,32
gene:ENSG00000147996,1255,948,1459,1308,1866,940,995,1598
gene:ENSG00000184659,31,17,14,22,35,27,22,46
gene:ENSG00000276203,889,752,891,1014,821,423,530,1068
gene:ENSG00000274349,1445,1047,1414,1552,1472,652,701,1595
gene:ENSG00000275969,49,36,37,59,43,47,24,52
gene:ENSG00000286079,15,20,12,33,12,26,18,35
gene:ENSG00000275493,7,12,13,18,11,12,6,12
gene:ENSG00000260691,1131,818,1016,1158,950,421,551,1209
gene:ENSG00000196873,1382,949,1385,1458,1896,832,994,1543
gene:ENSG00000279706,18,7,28,18,11,9,14,16
gene:ENSG00000187559,41,24,32,24,37,40,18,24
gene:ENSG00000154330,3753,3580,3216,4229,3218,2620,2424,3896
gene:ENSG00000181778,84,32,36,59,53,51,29,68
gene:ENSG00000107242,5064,3910,4425,5705,5270,2873,2750,5635
gene:ENSG00000187866,0,0,0,0,0,0,0,0
gene:ENSG00000165059,28,15,5,20,11,13,20,21
gene:ENSG00000165060,0,2,3,0,0,2,0,1
gene:ENSG00000285130,579,373,500,598,708,280,312,668
gene:ENSG00000119139,428,292,343,485,384,197,202,484
gene:ENSG00000135063,903,663,777,799,743,533,428,918
gene:ENSG00000107282,3483,2691,3520,3943,3297,2222,1986,4046
gene:ENSG00000188647,1964,1501,2942,2944,3819,1183,1338,1502
gene:ENSG00000204711,1243,922,1056,1281,1112,668,674,1385
gene:ENSG00000165072,4440,4334,7447,5563,8345,3524,3718,5288
gene:ENSG00000198887,3957,2909,4903,5503,6412,2092,2247,3584
gene:ENSG00000119138,2146,1552,2497,2821,3548,891,2097,3193
gene:ENSG00000083067,11940,9215,10358,12381,10853,6523,6490,13588
gene:ENSG00000135048,5710,3545,5507,8115,6863,3109,4056,5605
gene:ENSG00000107362,1296,917,1503,1667,1697,725,858,1071
gene:ENSG00000155621,1628,1126,1698,2004,1941,814,1039,1729
gene:ENSG00000204669,361,282,300,410,433,190,207,542
gene:ENSG00000119125,2282,1738,1977,2768,2345,1326,1197,2666
gene:ENSG00000107372,6219,2909,3899,4749,7514,3553,3056,5655
gene:ENSG00000165091,4961,3796,4442,5244,4666,2751,2679,5828
gene:ENSG00000165092,3194,2100,2222,2548,2400,1273,1191,3268
gene:ENSG00000135046,11111,8235,10579,9581,16736,6616,9177,13672
gene:ENSG00000198963,2931,2197,2441,2874,2667,1276,1303,3048
gene:ENSG00000119121,2282,1688,1981,2473,2073,1250,1284,2832
gene:ENSG00000135045,210,165,276,293,526,178,176,166
gene:ENSG00000156017,1600,1194,2141,2231,3096,1186,1092,1428
gene:ENSG00000106733,1075,930,2225,1882,2391,1045,911,965
gene:ENSG00000134996,2701,1821,2915,3254,3977,1759,1784,2550
gene:ENSG00000099139,8428,6370,8959,9147,9189,4540,4495,9552
gene:ENSG00000135002,553,363,610,610,1401,494,495,560
gene:ENSG00000187210,5978,4419,5505,5664,5942,4532,4147,6506
gene:ENSG00000106772,4863,3699,4177,5265,4601,2492,2519,6158
gene:ENSG00000204612,17,1,10,10,12,15,3,8
gene:ENSG00000197969,4542,3496,5542,5869,6390,2629,2857,3826
gene:ENSG00000156049,4153,3279,4076,4663,3809,2272,2204,5246
gene:ENSG00000156052,9360,5975,8550,7401,11954,4692,6026,11473
gene:ENSG00000148019,3083,2152,3398,4972,3802,1319,1164,1385
gene:ENSG00000135069,605,429,769,711,1409,827,623,717
gene:ENSG00000106829,6909,3720,6053,6809,7360,2822,3506,5473
gene:ENSG00000279715,12,13,15,31,16,20,15,15
gene:ENSG00000196781,2484,1857,2032,3740,2357,1325,1308,2585
gene:ENSG00000189357,63,44,72,74,81,48,37,81
gene:ENSG00000186788,71,34,72,59,69,53,34,94
gene:ENSG00000214929,84,50,61,67,75,75,42,84
gene:ENSG00000278988,3,2,5,5,3,1,3,12
gene:ENSG00000165105,1140,854,1093,1090,1116,705,583,1134
gene:ENSG00000172159,4860,3671,4267,5150,4825,2847,3168,5353
gene:ENSG00000148057,804,664,1039,1042,1005,506,543,808
gene:ENSG00000135018,3262,2437,4516,4131,6592,3347,2807,3042
gene:ENSG00000165113,1542,1442,1759,1810,1913,750,763,1896
gene:ENSG00000165115,1616,1237,1631,1766,1618,756,715,1541
gene:ENSG00000165118,520,438,557,616,825,453,452,676
gene:ENSG00000165119,4473,3800,6804,6579,11302,5734,5142,5992
gene:ENSG00000178966,629,569,638,746,1060,593,412,626
gene:ENSG00000197506,1207,848,1010,1271,1079,666,633,1376
gene:ENSG00000148053,4880,4064,4002,5208,4674,3180,2758,5636
gene:ENSG00000135049,7609,4995,7142,8402,9312,3117,3601,8474
gene:ENSG00000135040,2259,1666,2458,2888,2900,1284,1459,1801
gene:ENSG00000135052,2461,1757,1934,3309,2692,1359,1704,2727
gene:ENSG00000187753,1024,839,891,1050,1023,403,481,1168
gene:ENSG00000135070,842,571,1065,1381,1738,389,433,727
gene:ENSG00000083223,5045,3559,5426,6849,8034,3426,3794,5282
gene:ENSG00000180447,48,33,47,86,58,31,20,16
gene:ENSG00000196730,5986,4182,6355,5771,8067,4171,4804,6251
gene:ENSG00000135047,269,190,251,277,544,458,352,800
gene:ENSG00000177992,60,52,41,62,53,70,55,61
gene:ENSG00000283205,17,2,13,11,12,9,7,11
gene:ENSG00000156345,108,111,178,181,193,104,96,126
gene:ENSG00000279154,21,18,17,15,11,15,14,7
gene:ENSG00000106723,2014,1818,2420,2727,2797,1322,1299,2180
gene:ENSG00000130045,928,736,945,1149,1018,492,581,1307
gene:ENSG00000213694,631,276,333,285,482,382,178,644
gene:ENSG00000148082,2438,1865,2201,2529,2398,1612,1377,2904
gene:ENSG00000123975,238,146,235,334,1268,479,262,199
gene:ENSG00000187742,3071,2209,4476,3719,4802,1712,1825,2305
gene:ENSG00000187764,6914,5078,10342,9619,10938,4217,4954,5499
gene:ENSG00000130222,69,66,96,51,188,68,75,132
gene:ENSG00000279503,1,5,0,12,3,5,5,4
gene:ENSG00000165023,375,381,347,506,357,277,238,467
gene:ENSG00000165025,8952,6049,7102,10668,13335,7777,6638,13734
gene:ENSG00000148090,3264,2707,3887,4450,3975,1634,1568,2828
gene:ENSG00000165030,1367,739,631,1545,2291,786,1365,4340
gene:ENSG00000169071,7402,6518,7014,8224,7045,4445,3688,8543
gene:ENSG00000090054,2747,2158,3131,3348,3808,1914,1858,2615
gene:ENSG00000196305,2685,2370,3460,3729,6455,3774,2658,2579
gene:ENSG00000198000,1477,1382,2589,2303,3469,1614,1509,1011
gene:ENSG00000188312,4999,3829,4739,5562,5672,2838,2850,5525
gene:ENSG00000106809,406,371,386,536,490,184,206,510
gene:ENSG00000127083,309,198,262,339,308,109,132,347
gene:ENSG00000106819,424,366,414,467,404,189,201,449
gene:ENSG00000106823,795,689,633,1013,795,417,411,797
gene:ENSG00000127080,1158,910,1014,1252,1382,751,733,1048
gene:ENSG00000185963,2880,2290,3041,3553,4477,2211,1768,2704
gene:ENSG00000127081,866,578,871,1108,1173,447,502,596
gene:ENSG00000127084,4569,3688,7255,6548,6683,2963,3261,3640
gene:ENSG00000157303,657,718,1774,959,1957,733,918,739
gene:ENSG00000165233,955,889,999,941,1180,641,958,1441
gene:ENSG00000131669,1530,1362,1461,906,1791,928,638,2253
gene:ENSG00000165238,2184,1832,2056,2631,2153,1487,1360,2637
gene:ENSG00000204352,564,475,611,663,637,371,301,681
gene:ENSG00000188938,1736,1427,2542,2456,3800,1748,1508,1834
gene:ENSG00000048828,5671,4594,6967,7382,10843,5109,4714,6076
gene:ENSG00000197724,2612,2016,2700,3092,3745,1944,1892,2512
gene:ENSG00000131668,28,47,78,22,58,36,25,76
gene:ENSG00000158079,1067,826,1023,1139,1279,726,601,1063
gene:ENSG00000175787,1074,739,1313,1247,1456,550,680,1196
gene:ENSG00000130950,161,115,112,179,142,133,116,171
gene:ENSG00000148110,3177,2399,3114,3438,4220,2047,2098,3369
gene:ENSG00000130957,580,534,612,758,579,386,307,776
gene:ENSG00000165140,1308,1182,1222,1050,1716,848,997,2109
gene:ENSG00000148120,6984,5655,6669,8208,6649,3761,3775,7310
gene:ENSG00000158169,6115,5205,6145,7353,6357,3519,3289,7076
gene:ENSG00000185920,1693,1233,1814,3015,1959,1170,1196,1574
gene:ENSG00000182150,5080,3974,6611,6377,6787,3155,3520,4902
gene:ENSG00000130948,0,0,0,0,0,0,0,0
gene:ENSG00000285269,263,201,311,320,245,191,229,244
gene:ENSG00000130958,656,520,757,839,762,362,380,880
gene:ENSG00000165244,910,800,933,1304,1472,644,689,973
gene:ENSG00000130956,1067,877,1986,1667,1795,654,562,1179
gene:ENSG00000081377,2713,2271,2929,3410,3239,1371,1571,3391
gene:ENSG00000158122,611,459,678,879,920,380,383,780
gene:ENSG00000081386,561,511,1070,906,1153,429,495,526
gene:ENSG00000196597,1201,953,1494,1504,1506,554,671,1289
gene:ENSG00000188152,205,133,161,183,165,136,140,183
gene:ENSG00000136943,136,127,134,192,133,84,92,197
gene:ENSG00000197816,1037,1007,1180,1549,1648,857,731,1153
gene:ENSG00000196116,1730,1149,1478,2011,2145,1471,1464,1571
gene:ENSG00000136842,3051,3306,4069,3128,2388,2716,1788,2385
gene:ENSG00000136925,1116,702,1099,1352,1406,693,685,842
gene:ENSG00000136937,1213,786,1429,1490,2008,974,1044,872
gene:ENSG00000136936,965,786,1368,1397,1410,510,584,799
gene:ENSG00000178919,28,19,30,38,30,22,16,47
gene:ENSG00000136932,994,727,1191,1016,1341,517,509,885
gene:ENSG00000136929,303,369,409,357,839,328,259,377
gene:ENSG00000136938,3064,2943,6030,4378,9967,4003,3752,3105
gene:ENSG00000095380,1209,735,952,1213,2957,1718,1270,1892
gene:ENSG00000106785,2976,2793,4439,4771,5839,2857,3796,3645
gene:ENSG00000106789,2395,2016,2123,2756,3220,1321,1689,2682
gene:ENSG00000095383,1765,1192,1456,1753,1981,1260,993,2087
gene:ENSG00000136928,6682,5349,5669,7221,6249,4395,3707,7784
gene:ENSG00000165138,1384,1111,1387,1521,1542,835,766,1407
gene:ENSG00000119514,847,543,851,923,873,519,516,759
gene:ENSG00000204291,2043,1466,1396,2208,1799,1361,1049,2156
gene:ENSG00000106799,2786,1761,3137,4219,3757,1515,1894,2107
gene:ENSG00000119523,550,295,685,748,1379,981,618,384
gene:ENSG00000106803,1136,960,1285,1759,4471,2617,1963,1969
gene:ENSG00000119508,1224,647,898,1130,1551,598,476,1638
gene:ENSG00000136874,1607,1429,2539,2147,3019,1337,1690,1636
gene:ENSG00000023318,3018,2094,3006,3238,4111,2276,2238,2941
gene:ENSG00000119509,4123,2935,4212,4960,5095,2205,2617,3812
gene:ENSG00000136891,1260,938,1742,1860,2019,902,876,1049
gene:ENSG00000066697,301,287,267,444,428,235,206,374
gene:ENSG00000251349,452,277,391,423,448,249,201,407
gene:ENSG00000241697,0,0,0,0,0,0,0,0
gene:ENSG00000170681,188,139,148,197,161,77,77,212
gene:ENSG00000148123,4365,5034,3931,4564,3732,2556,2353,4571
gene:ENSG00000136881,347,243,278,350,333,163,184,357
gene:ENSG00000136897,271,207,559,480,722,413,335,184
gene:ENSG00000136870,297,227,534,493,574,301,294,275
gene:ENSG00000136872,394,339,354,350,339,212,201,442
gene:ENSG00000165152,1009,768,1078,1167,1138,590,580,1356
gene:ENSG00000155827,1409,1138,2140,2140,3120,1354,1211,1332
