Gene,H1,H2,H3,H4,I1,I2,I3,I4
gene:ENSG00000160051,66,73,128,98,141,88,52,66
gene:ENSG00000222046,220,243,252,357,267,151,171,305
gene:ENSG00000160055,182,156,176,243,269,126,117,178
gene:ENSG00000084623,1275,1361,2108,1926,3839,1823,1295,1717
gene:ENSG00000183615,26,8,55,44,21,19,24,18
gene:ENSG00000182866,3833,4662,10273,9434,10814,2760,3350,2584
gene:ENSG00000116478,3086,3413,5359,5219,6608,3078,2874,3340
gene:ENSG00000175130,535,404,978,649,697,315,500,402
gene:ENSG00000162526,380,409,260,327,220,345,258,277
gene:ENSG00000225828,171,185,225,241,248,81,70,145
gene:ENSG00000160058,1370,998,1332,1733,2079,971,803,1230
gene:ENSG00000254553,1159,1103,1268,1519,1344,555,622,1589
gene:ENSG00000273274,0,0,0,0,0,0,0,0
gene:ENSG00000160062,127,130,166,223,166,76,91,195
gene:ENSG00000176261,1629,1365,2046,2311,2529,1091,1154,1929
gene:ENSG00000162521,1956,1807,3152,3309,4248,1972,1727,1814
gene:ENSG00000162520,667,572,676,852,819,453,372,799
gene:ENSG00000162522,635,534,662,868,745,484,545,872
gene:ENSG00000134684,2659,2216,3534,4297,6901,3363,2890,2911
gene:ENSG00000116497,1526,972,1621,2212,2244,1257,982,1250
gene:ENSG00000160097,152,150,169,257,214,125,99,238
gene:ENSG00000121905,164,140,137,158,146,119,119,153
gene:ENSG00000121900,128,90,149,124,133,75,55,134
gene:ENSG00000116514,1749,883,1280,1395,1764,841,857,1840
gene:ENSG00000278966,10,2,10,13,13,4,8,12
gene:ENSG00000004455,2732,2340,3210,3754,4808,2856,2388,3640
gene:ENSG00000142920,620,629,567,879,691,459,360,772
gene:ENSG00000278997,47,21,60,39,72,20,12,30
gene:ENSG00000116525,1116,888,1131,1383,1177,511,548,960
gene:ENSG00000279179,58,37,119,57,35,60,15,32
gene:ENSG00000160094,1270,1079,1338,1769,1458,845,764,1239
gene:ENSG00000184389,451,368,391,604,382,238,200,515
gene:ENSG00000134686,2983,2299,2704,3254,3325,1697,1886,3997
gene:ENSG00000121903,393,346,380,418,406,302,284,342
gene:ENSG00000121904,11972,8326,9648,12153,10489,6925,6946,12117
gene:ENSG00000176256,48,55,56,86,50,46,33,49
gene:ENSG00000142698,916,758,792,954,813,602,532,925
gene:ENSG00000163866,2951,2503,3188,3989,4297,2555,2143,3585
gene:ENSG00000189280,47,20,37,51,49,28,34,50
gene:ENSG00000189433,11,12,20,26,22,25,7,28
gene:ENSG00000188910,64,68,88,142,62,53,48,105
gene:ENSG00000187513,21,31,47,44,42,31,37,29
gene:ENSG00000116544,1277,1281,1340,1392,1124,951,757,1370
gene:ENSG00000284773,218,153,319,371,278,112,96,172
gene:ENSG00000271741,14,7,12,2,2,2,3,10
gene:ENSG00000243749,0,0,0,0,0,0,0,0
gene:ENSG00000163867,5,4,6,3,5,3,1,6
gene:ENSG00000197056,1941,1462,2397,2594,2338,1047,971,2110
gene:ENSG00000116560,6501,3887,6930,7017,12855,4658,5132,4886
gene:ENSG00000146463,6318,5887,11748,8935,11606,4392,3944,6814
gene:ENSG00000142687,4467,3777,5365,5758,6313,2838,2799,4559
gene:ENSG00000020129,271,271,446,374,662,370,283,293
gene:ENSG00000116819,611,483,680,866,652,290,346,843
gene:ENSG00000126067,1489,1168,1720,1891,3163,1775,1475,1821
gene:ENSG00000142686,244,119,189,350,429,227,201,218
gene:ENSG00000092853,1469,1209,1603,2133,3242,1714,1413,1779
gene:ENSG00000134698,3980,2706,3437,4377,3894,2296,1766,4874
gene:ENSG00000092847,2558,2108,3233,3319,3528,2002,1567,2631
gene:ENSG00000126070,4624,3742,5126,5922,6440,2045,2511,4604
gene:ENSG00000092850,52,55,75,68,63,40,40,70
gene:ENSG00000116863,783,573,1057,1313,1167,576,592,718
gene:ENSG00000171812,644,616,630,676,693,540,441,970
gene:ENSG00000054116,941,824,1245,1382,2307,1217,1055,1238
gene:ENSG00000116871,2836,2472,4711,5106,5652,2291,2468,3082
gene:ENSG00000054118,4542,4595,7871,8151,10957,5035,4681,4796
gene:ENSG00000214193,513,349,399,370,421,282,242,517
gene:ENSG00000142694,108,60,77,115,218,70,77,118
gene:ENSG00000196182,2793,1740,2528,3183,3293,1849,1659,2963
gene:ENSG00000181817,1197,1226,1811,1698,2713,1442,1022,1904
gene:ENSG00000116885,873,630,1002,1085,885,462,484,1063
gene:ENSG00000116898,538,580,899,783,1599,869,587,703
gene:ENSG00000119535,4387,2565,1983,984,2681,1666,1055,5576
gene:ENSG00000163873,3834,3508,3567,4125,3394,3102,2382,4280
gene:ENSG00000163874,538,322,506,663,688,355,305,516
gene:ENSG00000163875,1264,1218,1976,2084,2662,956,1028,1309
gene:ENSG00000163877,866,632,999,1279,1459,667,586,843
gene:ENSG00000163879,117,121,209,192,108,155,101,205
gene:ENSG00000134697,1291,955,1637,1647,2632,1223,1097,1336
gene:ENSG00000169218,474,401,412,648,419,359,297,590
gene:ENSG00000116922,445,325,544,648,644,383,292,380
gene:ENSG00000134690,409,374,437,615,942,494,388,461
gene:ENSG00000183317,1030,811,813,1197,932,669,658,1137
gene:ENSG00000185090,219,171,262,327,280,151,152,297
gene:ENSG00000196449,726,429,660,826,951,382,404,464
gene:ENSG00000197982,615,623,859,1011,1331,676,655,792
gene:ENSG00000188786,2141,1716,2092,2704,2935,1533,1523,2612
gene:ENSG00000204084,2256,1951,2307,3070,3026,1532,1444,2637
gene:ENSG00000183431,1860,1843,3091,2842,4102,1980,1777,1898
gene:ENSG00000183386,641,336,489,566,514,416,377,665
gene:ENSG00000183520,523,389,707,643,1145,654,599,473
gene:ENSG00000185668,33,15,38,37,36,27,41,38
gene:ENSG00000116954,1245,1001,1443,1678,2169,1035,911,1569
gene:ENSG00000214114,295,287,461,452,792,372,312,397
gene:ENSG00000274944,9,12,13,7,11,1,8,10
gene:ENSG00000131233,0,0,0,0,0,0,0,0
gene:ENSG00000158315,1480,1184,1598,1891,1605,722,744,1817
gene:ENSG00000174574,1940,1809,3235,3158,5304,1864,2044,2101
gene:ENSG00000168653,1033,1572,2221,1974,4883,2250,1959,2142
gene:ENSG00000127603,27192,19973,38291,47786,36770,16531,17716,18367
gene:ENSG00000183682,692,493,797,846,748,541,455,736
gene:ENSG00000090621,3097,1770,4441,3442,5483,2764,1887,2506
gene:ENSG00000163909,337,270,310,426,342,242,181,390
gene:ENSG00000116981,195,211,312,248,233,167,103,268
gene:ENSG00000116983,203,217,456,411,504,220,263,216
gene:ENSG00000084072,1798,1636,2426,2550,2936,1531,1631,1723
gene:ENSG00000116985,473,338,569,710,888,734,504,475
gene:ENSG00000198754,0,0,0,0,0,0,0,0
gene:ENSG00000043514,1076,822,1219,1140,1194,597,606,938
gene:ENSG00000116990,417,243,341,174,258,241,181,316
gene:ENSG00000168389,1342,1634,2998,1973,2709,1196,976,1522
gene:ENSG00000131236,9795,8530,13458,13181,22642,10692,10762,14185
gene:ENSG00000131238,4511,2679,3587,2297,4881,4025,2848,5482
gene:ENSG00000117000,3859,2919,4427,4954,5559,2137,2396,3649
gene:ENSG00000188800,231,280,245,376,241,100,120,227
gene:ENSG00000084073,1299,1068,1632,1988,2836,1390,1250,1476
gene:ENSG00000049089,452,335,427,551,401,262,253,540
gene:ENSG00000084070,10168,5337,9485,10089,11007,4169,5247,9350
gene:ENSG00000187801,303,249,293,373,335,170,121,306
gene:ENSG00000279667,9,7,5,7,10,12,4,3
gene:ENSG00000187815,325,287,458,499,487,295,221,393
gene:ENSG00000164002,262,320,464,546,451,251,240,321
gene:ENSG00000117010,363,294,454,647,530,251,228,488
gene:ENSG00000117016,902,634,745,977,834,582,509,1006
gene:ENSG00000066136,2385,1857,2606,2742,3294,1554,1650,2434
gene:ENSG00000117013,873,672,823,1072,833,622,588,1041
gene:ENSG00000179862,105,103,301,96,287,81,81,80
gene:ENSG00000171793,1333,793,1148,1973,1902,1019,833,898
gene:ENSG00000171790,210,159,185,249,192,147,122,275
gene:ENSG00000010803,4143,3535,3822,5218,4921,2358,2192,4356
gene:ENSG00000204060,312,214,202,249,245,222,170,281
gene:ENSG00000127129,162,93,123,128,138,68,45,140
gene:ENSG00000127124,10300,7419,9703,12392,11382,6038,5531,11086
gene:ENSG00000284895,0,0,0,0,0,0,0,0
gene:ENSG00000044012,34,34,30,18,35,26,41,49
gene:ENSG00000197273,21,35,37,28,46,24,18,44
gene:ENSG00000198815,4466,3279,5063,5688,5696,2449,2761,3927
gene:ENSG00000177181,855,704,796,1157,821,488,431,1049
gene:ENSG00000066185,526,520,550,683,555,380,316,715
gene:ENSG00000127125,1420,1178,2055,1509,2143,951,939,1456
gene:ENSG00000186409,4022,3297,3878,5091,4155,2048,2119,4404
gene:ENSG00000171960,574,466,919,833,1000,447,425,558
gene:ENSG00000065978,6290,5453,9005,8370,16705,6924,5484,7549
gene:ENSG00000164007,123,99,134,131,111,78,69,143
gene:ENSG00000117385,753,703,895,1062,1074,864,594,763
gene:ENSG00000164008,0,0,0,0,0,0,0,0
gene:ENSG00000283580,193,198,240,279,256,101,109,199
gene:ENSG00000274386,380,326,352,506,391,191,245,436
gene:ENSG00000177868,408,360,474,576,739,279,361,589
gene:ENSG00000164010,789,586,722,845,816,447,379,852
gene:ENSG00000164011,219,209,269,317,282,171,165,201
gene:ENSG00000117394,1156,879,1294,1705,1621,698,694,767
gene:ENSG00000186973,176,134,127,190,159,148,91,176
gene:ENSG00000117395,26703,22088,23682,17379,8080,15843,10843,11147
gene:ENSG00000243710,1797,1716,1713,2243,1892,1001,1037,2163
gene:ENSG00000179178,28,46,18,45,42,40,36,56
gene:ENSG00000253313,50,39,42,60,61,64,41,63
gene:ENSG00000066056,401,327,392,559,414,284,202,546
gene:ENSG00000117400,311,207,203,261,294,242,172,372
gene:ENSG00000117399,89,73,101,110,728,470,154,95
gene:ENSG00000066322,396,234,354,365,563,362,295,275
gene:ENSG00000159479,449,373,860,673,1577,897,639,419
gene:ENSG00000198198,2135,1806,2410,2744,2796,1592,1518,1944
gene:ENSG00000178922,119,149,240,160,355,272,256,113
gene:ENSG00000142949,1512,1410,1574,2142,1826,1271,1034,2058
gene:ENSG00000066135,0,0,0,0,0,0,0,0
gene:ENSG00000284989,3,0,6,3,8,2,2,8
gene:ENSG00000126091,11,33,19,6,25,21,24,20
gene:ENSG00000117407,29,31,34,33,26,16,24,55
gene:ENSG00000117408,505,359,577,720,809,537,397,506
gene:ENSG00000132768,258,273,533,456,660,476,343,238
gene:ENSG00000117410,2874,1943,2115,2092,5208,2438,1724,4271
gene:ENSG00000117411,268,293,311,466,569,388,212,453
gene:ENSG00000159214,143,198,184,314,227,149,107,229
gene:ENSG00000196517,719,550,679,784,780,490,419,847
gene:ENSG00000171872,306,281,273,427,300,198,171,416
gene:ENSG00000283039,49,38,31,36,33,32,15,60
gene:ENSG00000178028,824,935,1658,1485,1713,972,861,781
gene:ENSG00000117419,2732,2147,2792,3214,3130,1682,1673,2698
gene:ENSG00000187147,5729,4996,5800,7498,6807,3862,3465,6445
gene:ENSG00000126106,794,691,855,1150,947,697,564,979
gene:ENSG00000198520,1701,1513,2023,2066,2312,991,989,2332
gene:ENSG00000142945,1045,813,920,1079,1488,989,666,1066
gene:ENSG00000142937,11458,14804,36134,19574,43537,14094,11697,15965
gene:ENSG00000142959,96,76,83,116,109,54,109,130
gene:ENSG00000173846,530,390,845,436,781,311,442,963
gene:ENSG00000188396,76,15,28,15,13,11,11,40
gene:ENSG00000222009,362,141,244,254,282,155,130,378
gene:ENSG00000117425,664,486,618,693,654,319,373,879
gene:ENSG00000070785,3825,2920,3883,4857,4799,2090,2185,4672
gene:ENSG00000126107,558,521,799,918,1123,780,527,411
gene:ENSG00000126088,649,699,991,831,1603,753,770,731
gene:ENSG00000162415,5919,4854,5947,7395,6085,3062,3987,6545
gene:ENSG00000186603,47,38,73,40,178,103,90,64
gene:ENSG00000132781,0,0,1,2,0,1,5,1
gene:ENSG00000288208,107,97,151,126,144,92,86,139
gene:ENSG00000132773,544,373,551,657,863,448,445,428
gene:ENSG00000070759,0,0,0,0,0,0,0,0
gene:ENSG00000280670,212,172,204,301,253,165,147,193
gene:ENSG00000132763,325,306,432,436,668,415,297,436
gene:ENSG00000117450,1225,973,1459,1247,4064,2735,1659,1806
gene:ENSG00000117448,1625,1339,1910,1805,3090,2178,1338,2025
gene:ENSG00000132780,1597,1341,2165,2633,4895,2062,1577,1420
gene:ENSG00000159588,106,85,73,83,100,69,62,89
gene:ENSG00000159592,3174,2536,3880,4097,5451,2131,2376,3091
gene:ENSG00000159596,389,322,599,454,621,326,295,363
gene:ENSG00000197429,1425,1267,1981,1927,1884,815,857,1760
gene:ENSG00000086015,5079,3762,4635,6030,5286,2691,2926,5319
gene:ENSG00000117461,41,72,123,171,137,104,86,50
gene:ENSG00000278139,1092,800,1006,1419,1131,536,519,1320
gene:ENSG00000117472,295,239,279,354,384,188,119,354
gene:ENSG00000250719,0,0,0,0,0,0,0,0
gene:ENSG00000085998,937,696,1273,1267,1317,755,640,933
gene:ENSG00000171357,413,321,468,568,411,210,225,517
gene:ENSG00000085999,728,597,675,912,942,494,403,888
gene:ENSG00000132128,1738,1270,1587,2079,2358,973,1023,1732
gene:ENSG00000173660,2399,2726,4253,3939,9001,4764,4406,3831
gene:ENSG00000117481,856,678,967,1097,1270,693,572,929
gene:ENSG00000117480,416,387,415,345,367,261,245,581
gene:ENSG00000197587,417,365,335,448,458,307,261,450
gene:ENSG00000282881,225,230,311,324,275,140,118,272
gene:ENSG00000162456,41,49,74,81,73,69,43,77
gene:ENSG00000079277,2058,1488,2011,2166,2604,1519,1353,2246
gene:ENSG00000142961,0,0,0,1,0,0,1,4
gene:ENSG00000123472,1204,1181,1717,1771,2663,1229,1134,1417
gene:ENSG00000186118,78,60,79,96,98,69,58,85
gene:ENSG00000159658,3401,2993,5445,5537,7219,3043,2863,3361
gene:ENSG00000142973,821,661,827,923,755,604,514,915
gene:ENSG00000187048,135,65,123,127,127,107,88,130
gene:ENSG00000186377,271,202,255,380,323,235,159,333
gene:ENSG00000186160,720,524,601,822,660,370,352,678
gene:ENSG00000162365,75,99,98,119,80,104,65,141
gene:ENSG00000162366,98,134,93,78,135,90,87,182
gene:ENSG00000162367,258,470,358,263,705,392,634,537
gene:ENSG00000123473,1122,936,1196,1369,1800,990,792,1448
gene:ENSG00000162368,2421,2426,4090,3730,4776,1819,2035,2591
gene:ENSG00000186790,10,24,12,8,14,10,11,12
gene:ENSG00000186564,22,26,49,72,77,46,41,33
gene:ENSG00000269113,3204,2637,3227,3592,3202,2763,2125,3738
gene:ENSG00000279096,59,77,59,108,101,73,67,118
gene:ENSG00000117834,483,393,523,637,588,306,346,719
gene:ENSG00000279214,3,10,2,4,1,2,5,4
gene:ENSG00000132122,2020,1742,1772,2192,1923,1220,1065,2412
gene:ENSG00000186094,18275,14466,16782,20335,17784,11617,10995,20301
gene:ENSG00000162373,0,0,0,0,0,0,0,0
gene:ENSG00000279324,46,38,67,38,43,34,28,60
gene:ENSG00000162374,2476,1989,2234,2756,2373,1436,1443,3119
gene:ENSG00000142700,82,63,46,97,66,33,55,96
gene:ENSG00000185104,10776,8550,10827,13051,12491,5449,6295,11423
gene:ENSG00000123080,257,228,318,481,583,325,380,256
gene:ENSG00000204006,825,685,787,826,723,583,471,737
gene:ENSG00000123091,1706,1795,2148,2591,3412,1570,1797,2438
gene:ENSG00000085831,1072,907,978,1320,1010,650,673,1310
gene:ENSG00000085832,5010,3537,5145,6633,7088,3319,3382,4709
gene:ENSG00000117859,5222,3977,5278,6294,6677,3089,3067,5303
gene:ENSG00000078618,3942,3102,5238,4911,8564,4491,4043,4671
gene:ENSG00000169213,1745,1170,1571,1920,1640,1020,914,2089
gene:ENSG00000117862,667,621,724,915,864,403,376,834
gene:ENSG00000285839,0,0,0,0,0,0,0,0
gene:ENSG00000198841,0,0,0,0,0,0,0,0
gene:ENSG00000134717,1305,1025,1608,1386,1911,757,844,1285
gene:ENSG00000157077,3907,3536,4188,4874,4558,2126,2195,4676
gene:ENSG00000154222,1141,735,1411,1397,1500,690,674,799
gene:ENSG00000085840,590,515,653,762,1109,707,528,690
gene:ENSG00000134748,1238,954,2334,1970,2811,1419,1315,1138
gene:ENSG00000134744,4713,3934,7857,6823,7691,2528,2961,3841
gene:ENSG00000116157,345,354,751,522,845,458,332,213
gene:ENSG00000182183,1174,975,1701,1681,2054,573,693,1141
gene:ENSG00000162377,468,415,529,730,1029,615,494,608
gene:ENSG00000162378,2763,2510,3624,3513,4311,2101,1754,3226
gene:ENSG00000203995,807,620,664,850,836,463,504,916
gene:ENSG00000121310,1535,1284,2263,2048,2194,760,777,1168
gene:ENSG00000116171,4364,3402,4570,5412,5932,2925,2872,4666
gene:ENSG00000174348,465,364,465,604,483,304,332,530
gene:ENSG00000162383,1276,968,1024,1751,1226,863,742,1133
gene:ENSG00000157184,715,368,838,592,879,737,488,567
gene:ENSG00000162384,759,644,1277,1040,1223,648,564,594
gene:ENSG00000162385,707,592,916,1002,1464,483,562,766
gene:ENSG00000157193,1846,1349,1760,2140,2580,1488,1304,1963
gene:ENSG00000143006,80,86,78,101,98,61,44,120
gene:ENSG00000174332,3361,2650,3054,3889,3267,2676,1993,3848
gene:ENSG00000058804,1506,1194,1740,1981,2314,1101,1025,1833
gene:ENSG00000058799,1095,771,1100,1242,1441,695,713,1250
gene:ENSG00000211452,496,444,620,704,544,314,264,640
gene:ENSG00000081870,934,749,1255,1354,1474,616,569,908
gene:ENSG00000116212,363,308,362,518,454,329,270,318
gene:ENSG00000203985,202,120,163,181,162,140,142,191
gene:ENSG00000116209,3188,2253,3600,3729,5292,2807,2331,2878
gene:ENSG00000280378,0,0,0,0,0,0,0,0
gene:ENSG00000116205,1840,1583,2287,2499,3025,1374,1315,2005
gene:ENSG00000256407,282,209,229,333,259,177,140,364
gene:ENSG00000157211,0,0,0,0,0,0,0,0
gene:ENSG00000215883,0,0,0,0,0,0,0,0
gene:ENSG00000116221,1279,1083,1340,1551,2522,1486,1111,1474
gene:ENSG00000157216,4966,4157,5650,7547,7183,3433,3228,4924
gene:ENSG00000162390,2102,1762,1898,2629,2227,1343,1118,2591
gene:ENSG00000162391,207,242,246,305,276,177,133,328
gene:ENSG00000184313,0,0,0,3,0,0,0,0
gene:ENSG00000271723,175,164,265,263,227,117,93,198
gene:ENSG00000243725,16,30,30,41,28,11,19,18
gene:ENSG00000162396,241,193,251,275,279,146,136,251
gene:ENSG00000006555,412,255,455,670,579,459,279,346
gene:ENSG00000162398,477,360,463,745,523,343,344,572
gene:ENSG00000116133,774,472,658,1033,1433,1558,1304,948
gene:ENSG00000143001,177,131,213,172,149,133,112,182
gene:ENSG00000162399,246,178,307,231,274,206,180,268
gene:ENSG00000169174,276,311,373,367,364,265,223,424
gene:ENSG00000162402,5107,3605,6126,8029,6710,3109,3421,3870
gene:ENSG00000284686,4452,3612,3983,5291,4359,3056,2413,4996
gene:ENSG00000162407,2836,2427,2959,3128,3409,1675,1452,2920
gene:ENSG00000162409,762,677,790,773,676,515,475,820
gene:ENSG00000187889,1474,1216,1466,1558,1368,822,692,1641
gene:ENSG00000157131,717,607,555,774,682,484,414,773
gene:ENSG00000021852,579,481,499,688,526,344,274,762
gene:ENSG00000173406,21282,17165,19598,22474,19773,13424,12714,22909
gene:ENSG00000162600,1,0,0,0,1,1,0,0
gene:ENSG00000184292,15,14,14,60,62,44,65,71
gene:ENSG00000162601,2007,1561,2644,2698,2877,1327,1257,1566
gene:ENSG00000177606,13137,5663,6661,5612,14838,6723,3238,8435
gene:ENSG00000172456,8180,6124,6883,8314,7540,5645,4234,8184
gene:ENSG00000134709,622,458,898,708,1047,499,394,463
gene:ENSG00000134716,306,311,323,397,385,284,200,360
gene:ENSG00000162598,1482,1165,1376,1382,1328,684,707,1518
gene:ENSG00000162599,9828,7560,9152,10963,9704,5641,5151,10649
gene:ENSG00000162604,1372,960,1597,1605,1900,701,731,1404
gene:ENSG00000132849,9686,7174,10580,11094,11618,5600,5282,10738
gene:ENSG00000240563,343,249,374,408,497,262,230,490
gene:ENSG00000132854,1878,1709,1859,2666,2141,1268,1105,2347
gene:ENSG00000162607,1822,1736,3509,3107,5489,2050,1856,1424
gene:ENSG00000116641,2821,2437,2770,2935,2815,1693,1705,3281
gene:ENSG00000132855,76,71,98,70,46,114,59,45
gene:ENSG00000278967,15,9,2,15,11,13,8,19
gene:ENSG00000125703,1381,1000,1359,1513,1535,936,811,1222
gene:ENSG00000187140,10,7,21,15,16,12,12,12
gene:ENSG00000088035,987,844,1127,1277,1395,730,665,1090
gene:ENSG00000142856,2908,2190,2398,3151,3140,1323,1395,2545
gene:ENSG00000203965,858,666,906,1140,1084,426,416,798
gene:ENSG00000079739,3167,2859,2378,3395,2535,2713,1409,1946
gene:ENSG00000185483,5612,4515,4729,6113,5512,3718,3148,6218
gene:ENSG00000177414,1088,689,981,1022,927,528,490,1124
gene:ENSG00000158966,3472,2713,3304,3678,3295,2045,1895,3871
gene:ENSG00000162437,1164,971,1184,1448,1458,658,690,1339
gene:ENSG00000162434,17803,14843,26789,32469,28450,10368,10495,13079
gene:ENSG00000162433,1630,1354,1619,1611,1555,1035,1156,1779
gene:ENSG00000116675,1985,1660,1987,2451,2300,1385,1292,2352
gene:ENSG00000213625,0,0,0,0,3,0,2,0
gene:ENSG00000116678,2173,1907,2254,2658,2765,1682,1425,2535
gene:ENSG00000184588,9328,11733,7902,8346,12484,6102,5718,11329
gene:ENSG00000118473,2517,1790,1979,2533,2235,1540,1383,2637
gene:ENSG00000152760,280,270,237,351,383,178,177,327
gene:ENSG00000172410,37,15,37,11,15,31,10,15
gene:ENSG00000152763,1404,1140,1233,1500,1298,800,709,1569
gene:ENSG00000198160,3125,2551,4655,4657,6089,2067,2897,2648
gene:ENSG00000116704,1817,1066,1724,2181,2366,836,837,1202
gene:ENSG00000203963,2220,1741,2016,2506,2257,1145,1027,2641
gene:ENSG00000162594,1838,1515,1763,2072,1745,892,961,2161
gene:ENSG00000081985,2506,1912,2145,3426,2604,1134,1496,2765
gene:ENSG00000142864,3742,3087,6066,5758,12093,5100,4672,3692
gene:ENSG00000116717,352,243,357,476,906,308,460,307
gene:ENSG00000172380,2084,1453,1776,2131,1839,1179,1090,2314
gene:ENSG00000162595,57,52,98,41,60,44,28,95
gene:ENSG00000116729,2336,1877,1896,2280,2321,1394,1260,2746
gene:ENSG00000116745,200,177,187,302,297,143,110,266
gene:ENSG00000024526,257,232,216,273,570,288,151,316
gene:ENSG00000033122,7854,5695,6995,7359,7384,4005,3922,7201
gene:ENSG00000066557,1154,833,1348,1571,1808,739,709,1063
gene:ENSG00000116754,7254,6098,11960,11341,13112,4341,4526,4946
gene:ENSG00000118454,2399,1627,2522,2885,3437,1295,1315,2332
gene:ENSG00000197568,647,579,665,744,723,368,434,929
gene:ENSG00000116761,411,306,428,442,519,246,281,523
gene:ENSG00000050628,2236,1740,2174,2586,2247,1339,1315,2841
gene:ENSG00000132485,2340,1764,5160,3950,5963,1749,2134,1447
gene:ENSG00000172260,9758,7910,8559,9773,9333,5235,5219,10948
gene:ENSG00000280317,19,12,33,12,21,6,13,29
gene:ENSG00000162620,1608,1323,1555,1867,1569,985,957,1813
gene:ENSG00000254685,0,0,0,1,0,0,0,0
gene:ENSG00000259030,1,15,11,8,10,2,10,3
gene:ENSG00000116783,0,0,0,0,0,0,1,0
gene:ENSG00000162621,674,433,425,620,579,377,277,730
gene:ENSG00000178965,1014,830,743,1096,905,637,954,1116
gene:ENSG00000116791,472,506,583,798,1022,430,515,506
gene:ENSG00000162623,1106,1063,1404,1389,2425,836,966,1170
gene:ENSG00000162624,334,210,236,300,335,188,170,366
gene:ENSG00000137968,5251,3840,4661,5478,4646,2843,2714,5774
gene:ENSG00000117054,1964,1673,2317,2339,3209,1710,1536,2336
gene:ENSG00000137955,773,579,1084,938,1332,702,696,576
gene:ENSG00000057468,1279,1111,1200,1478,1349,819,777,1481
